2165853781	2021-01-25T23:07:04.000Z	1353841847680987137	 my heart 😭 I promise I’ll come visit soon 😘🥺	{'place_id': '4db990e393c2e28b'}
892967304656334848	2021-01-25T22:48:37.000Z	1353837203864973312	 Come visit 😉	{'place_id': '3b77caf94bfc81fe'}
339102721	2021-01-25T22:34:42.000Z	1353833704733384704	⚠️COVID-0 UPDATE⚠️On January 0, the  lifted the Regional Stay-at-Home orders issued in December. This moves the  back into the Purple Tier.  ✅ The May 0, 0 Stay Home Order is still in place.To learn more, visit  	{'place_id': '5e68ca240e32025a'}
2614347320	2021-01-25T22:07:00.000Z	1353826731631800322	Check out the online groups and drop-In spaces provided by CAPS ‼️Visit our BIO for a pdf clickable version 👆🏽 @ Cal State University Long Beach 	{'place_id': '01c060cf466c6ce3', 'coordinates': {'type': 'Point', 'coordinates': [-118.115873, 33.78248]}}
19042846	2021-01-25T21:33:44.000Z	1353818358794182656	 Someobdy needs to time travel his ass back to the future so that some of these other QBs can win some damn superbowls.	{'place_id': 'a077793faceeda6f'}
1143783553164963840	2021-01-25T20:44:55.000Z	1353806074332147712	My music taste is very interesting. You will visit 0 countries and 0 cookouts in my car.	{'place_id': 'a75bc1fb166cd594'}
49516492	2021-01-25T20:17:03.000Z	1353799061120270342	Had a dream I went to Spain! Felt great to travel	{'place_id': '3b77caf94bfc81fe'}
188072647	2021-01-25T20:08:40.000Z	1353796954673737733	What’s your go-to travel outfit? Do you believe in looking presentable on flights by dressing up or do you prioritize comfort and go casual? Poll: RT for comfy, Like for dressy    	{'place_id': '3b77caf94bfc81fe'}
218562190	2021-01-25T20:04:56.000Z	1353796013924868097	⛓For more information and up to date COVID-related updates visit   	{'place_id': '0fc2eacdba941000'}
188072647	2021-01-25T19:52:59.000Z	1353793007552585728	 Travel Edition ✈️ In the airport vs at my destinationAlways wanting a hottie to hit on me at the  but I never dress like the  vixen I am 😂 If you see me on the plane say hi because I clean up well 😉   	{'place_id': '3b77caf94bfc81fe'}
18396556	2021-01-25T19:49:11.000Z	1353792047866494976	Visit us and let one of our Gait Keepers fit you with a New Running Shoes for 0! 🦶🏃🏽‍♂️       See you guys soon!🤙🏼  	{'place_id': '3b77caf94bfc81fe'}
112588640	2021-01-25T19:48:23.000Z	1353791847361994752	Niggas be excited to go visit maryland or some shit lmao	{'place_id': '3b77caf94bfc81fe'}
30894338	2021-01-25T19:34:35.000Z	1353788376533540864	Name one city you never want to visit and why?	{'place_id': '1927193c57f35d51'}
1221306047987470336	2021-01-25T19:14:37.000Z	1353783350247313408	 Wagon TrainRifle Man Have Gun Will Travel Wanted: Dead or Alive	{'place_id': 'fb76b3aa366004c9'}
54669308	2021-01-25T18:31:40.000Z	1353772543547633664	Your favorite back to school event is here🎉Make sure to register to get the chance to visit all the virtual booths of LBSU student organizations and clubs!⁠ Register 🔗  	{'place_id': '01c060cf466c6ce3'}
253313850	2021-01-25T17:45:32.000Z	1353760932149616640	 That would be amazing. I would fly to the UK for that, when all of this craziness is over❤️❤️	{'place_id': 'b0b79caecef59fb5'}
17617227	2021-01-25T17:36:28.000Z	1353758649324199941	"I can't wait for you all to see ""Sincerely, Los Angeles."" It's the first-ever documentary film about the people and stories behind the Kobe Bryant murals. Here's a first look at the trailer. Visit  and follow  on Instagram for more info. "	{'place_id': '3e5f2219d3106113'}
34669973	2021-01-25T17:11:31.000Z	1353752370920919040	 We can’t get folks to wear a mask during a global pandemic, they really think they’re gonna have people ready for space travel? 	{'place_id': '3b77caf94bfc81fe'}
737316131740880896	2021-01-25T16:44:57.000Z	1353745687670734850	 And just try calling them. Two hour wait time. The only other thing may be an unfiled travel claim from Aug when I NFFD'd from Japan.	{'place_id': '01c060cf466c6ce3'}
3976518680	2021-01-25T16:41:37.000Z	1353744845374808064	  sophieDon’t worry, you’ll be able to visit Trump in prison soon enough.    	{'place_id': '3b77caf94bfc81fe'}
3508054881	2021-01-25T16:32:12.000Z	1353742475706343429	 I eventually was like, I NEED to sleep on my right side so I can pass out & immediately I was sleep. I prayed before I fell asleep and said “Please don’t visit me face to face if you have something to tell me, visit me in my dreams.” & that’s exactly what this spirit did.	{'place_id': '10de09f288b1665c'}
4544090532	2021-01-25T15:55:11.000Z	1353733163269251072	 The first city wOnT have them I believe until after you visit me Pokémon and head back to the professor I believe	{'place_id': '3b77caf94bfc81fe'}
3106777914	2021-01-25T15:19:54.000Z	1353724283218870272	The fact these idiots don’t see why a “Muslim ban” was wrong, but think a travel ban on an African country is racist. 	{'place_id': '3b77caf94bfc81fe'}
24592359	2021-01-25T15:14:44.000Z	1353722981126533120	California man blasts Texas & in Op-Ed after moving to Austin 	{'place_id': '2feb76248fd9c581'}
1374733832	2021-01-25T14:44:04.000Z	1353715264928370691	While the common folks stay, the Hollywood elite travel to watch football. 	{'place_id': '6ec2cbb930694a99'}
1973841080	2021-01-25T08:38:30.000Z	1353623268477915136	can not wait to travel with the loml one day 🥺	{'place_id': 'e3505917a639e8ec'}
274728566	2021-01-25T07:41:19.000Z	1353608875635666945	This is why America is on a travel ban from the rest of the world. We're idiots 🤦🏾‍♂️ 	{'place_id': '3b77caf94bfc81fe'}
2214366281	2021-01-25T07:19:28.000Z	1353603376307720193	Quick Sunday after work visit at the beautiful Grand Central Market •••       @ Grand Central Market 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.24893683, 34.05079991]}}
4499019023	2021-01-25T05:40:20.000Z	1353578431447969796	I have no need to visit Europe, Asia or Africa, I could have a taste of any whenever the fuck I want	{'place_id': '6f24e28976abe656'}
831177462570573824	2021-01-25T05:38:35.000Z	1353577990404198400	Visit is online and at local conventions in the future!Thank you all for all the wonderful memories!See y’all soon!   @ A.G. Collectibles 	{'place_id': '7b2a70199c4d7b6d', 'coordinates': {'type': 'Point', 'coordinates': [-117.66022616, 34.1080087]}}
