1406064632213786624	2021-12-13T22:53:11.000Z	1470527248285548549	Off to the gym to run off some stress. Hopefully I dont end up in the ER like the last time I worked out a year ago.  	{'place_id': '1c69a67ad480e1b1'}
431652945	2021-12-13T22:34:11.000Z	1470522463826202626	 They gonna cater my wedding cuz! lol	{'place_id': '01e986b204ff5847'}
592904570	2021-12-13T20:52:19.000Z	1470496831557799954	  How you gonna go on a date with an ugly mf then complain about them being ugly after you find out they broke?	{'place_id': '1c69a67ad480e1b1'}
24684105	2021-12-13T20:31:03.000Z	1470491480255090692	Whenever this body high is over with ima go to the gym 😆	{'place_id': '1c69a67ad480e1b1'}
163538570	2021-12-13T19:16:29.000Z	1470472714766934016	  They all up and through the wedding but yeah she ain’t showing up. I love her music and stuff but I am not dumb.	{'place_id': '1c69a67ad480e1b1'}
806557321589620737	2021-12-13T18:29:44.000Z	1470460950029512712	It’s my grandparents wedding or mine? man gone 	{'place_id': '1c69a67ad480e1b1'}
77470177	2021-12-13T17:25:22.000Z	1470444748938756100	Asking your homeboy on a date and not your girl….why do y’all men get with women you do. not. like. 	{'place_id': '1c69a67ad480e1b1'}
51188535	2021-12-13T16:30:06.000Z	1470430843168559107	every wedding i go to now i find myself taking notes for my own 📝	{'place_id': '1c69a67ad480e1b1'}
156594219	2021-12-13T15:47:48.000Z	1470420197081235465	Cuz they don’t go to church either 😂😂😂😂😂😂😂 	{'place_id': '0113368d54ff7167'}
1306758619539570690	2021-12-13T15:17:11.000Z	1470412489829588992	 Yaar the context is that youthias are trolling Maryam Nawaz for her choice of clothes at her son's wedding. Bhai troll her for her politics. What she wears and how much surgeries she gets done on her face is not of anyone's concern.	{'place_id': '1c69a67ad480e1b1'}
1341845927137579009	2021-12-13T13:47:06.000Z	1470389819901685767	Dedicating the whole month of January to the gym. I’m getting too big.	{'place_id': '1c69a67ad480e1b1'}
1306758619539570690	2021-12-13T13:40:10.000Z	1470388075788476421	For God's sake, my mom wore her shadi ka gharara at my brother's wedding. Are you new to Pakistan or something? 	{'place_id': '2a9e190efe38237e'}
1906508072	2021-12-13T11:34:05.000Z	1470356346071654408	was gonna start checking myself and getting up between 0:0-0:0 every day to start going to the gym but forgot to set an alarm. naturally woke up at 0:0 cause i was sleeping too good and knew something was off lmao. time to get it 💪🏽	{'place_id': '1c69a67ad480e1b1'}
